# Constructed from biom file
#OTU ID	Julianne-331-CEC_S246_L001_R1_001_F_filt-fastq-gz	Julianne-331-JEJ_S219_L001_R1_001_F_filt-fastq-gz	Julianne-337-CEC_S242_L001_R1_001_F_filt-fastq-gz	Julianne-337-COL_S269_L001_R1_001_F_filt-fastq-gz	Julianne-351-CEC_S244_L001_R1_001_F_filt-fastq-gz	Julianne-351-COL_S271_L001_R1_001_F_filt-fastq-gz	Julianne-536-COL_S265_L001_R1_001_F_filt-fastq-gz	Julianne-536-JEJ_S211_L001_R1_001_F_filt-fastq-gz	Julianne-540-COL_S267_L001_R1_001_F_filt-fastq-gz	Julianne-542-CEC_S232_L001_R1_001_F_filt-fastq-gz	Julianne-542-COL_S259_L001_R1_001_F_filt-fastq-gz	Julianne-542-JEJ_S205_L001_R1_001_F_filt-fastq-gz	Julianne-544-COL_S255_L001_R1_001_F_filt-fastq-gz	Julianne-547-CEC_S233_L001_R1_001_F_filt-fastq-gz	Julianne-547-COL_S260_L001_R1_001_F_filt-fastq-gz	Julianne-547-JEJ_S206_L001_R1_001_F_filt-fastq-gz	Julianne-579-CEC_S234_L001_R1_001_F_filt-fastq-gz	Julianne-579-JEJ_S207_L001_R1_001_F_filt-fastq-gz	Julianne-582-CEC_S243_L001_R1_001_F_filt-fastq-gz	Julianne-582-COL_S270_L001_R1_001_F_filt-fastq-gz	Julianne-604-CEC_S235_L001_R1_001_F_filt-fastq-gz	Julianne-604-JEJ_S208_L001_R1_001_F_filt-fastq-gz	Julianne-661-COL_S266_L001_R1_001_F_filt-fastq-gz	Julianne-661-JEJ_S212_L001_R1_001_F_filt-fastq-gz	Julianne-663-CEC_S241_L001_R1_001_F_filt-fastq-gz	Julianne-663-COL_S268_L001_R1_001_F_filt-fastq-gz	Julianne-665-JEJ_S210_L001_R1_001_F_filt-fastq-gz	Julianne-667-CEC_S236_L001_R1_001_F_filt-fastq-gz	Julianne-667-JEJ_S209_L001_R1_001_F_filt-fastq-gz	Julianne-716-CEC_S231_L001_R1_001_F_filt-fastq-gz	Julianne-716-COL_S258_L001_R1_001_F_filt-fastq-gz	Julianne-717-CEC_S230_L001_R1_001_F_filt-fastq-gz	Julianne-717-COL_S257_L001_R1_001_F_filt-fastq-gz	Julianne-719-CEC_S245_L001_R1_001_F_filt-fastq-gz	Julianne-719-COL_S272_L001_R1_001_F_filt-fastq-gz	Julianne-719-JEJ_S218_L001_R1_001_F_filt-fastq-gz	Julianne-791-CEC_S229_L001_R1_001_F_filt-fastq-gz	Julianne-791-COL_S256_L001_R1_001_F_filt-fastq-gz	Julianne-835-JEJ_S198_L001_R1_001_F_filt-fastq-gz	Julianne-838-CEC_S281_L001_R1_001_F_filt-fastq-gz	Julianne-838-JEJ_S277_L001_R1_001_F_filt-fastq-gz	Julianne-841-CEC_S278_L001_R1_001_F_filt-fastq-gz	Julianne-841-COL_S282_L001_R1_001_F_filt-fastq-gz	Julianne-847-CEC_S279_L001_R1_001_F_filt-fastq-gz	Julianne-847-COL_S283_L001_R1_001_F_filt-fastq-gz	Julianne-853-CEC_S280_L001_R1_001_F_filt-fastq-gz	Julianne-853-COL_S284_L001_R1_001_F_filt-fastq-gz	Julianne-856-COL_S254_L001_R1_001_F_filt-fastq-gz	Julianne-856-JEJ_S200_L001_R1_001_F_filt-fastq-gz	Julianne-882-COL_S253_L001_R1_001_F_filt-fastq-gz	Julianne-882-JEJ_S199_L001_R1_001_F_filt-fastq-gz	Julianne-891-CEC_S220_L001_R1_001_F_filt-fastq-gz	Julianne-891-COL_S247_L001_R1_001_F_filt-fastq-gz	Julianne-891-JEJ_S193_L001_R1_001_F_filt-fastq-gz	Julianne-899-CEC_S221_L001_R1_001_F_filt-fastq-gz	Julianne-899-COL_S248_L001_R1_001_F_filt-fastq-gz	Julianne-899-JEJ_S194_L001_R1_001_F_filt-fastq-gz	Julianne-923-CEC_S223_L001_R1_001_F_filt-fastq-gz	Julianne-923-JEJ_S196_L001_R1_001_F_filt-fastq-gz	Julianne-924-CEC_S224_L001_R1_001_F_filt-fastq-gz	Julianne-924-JEJ_S197_L001_R1_001_F_filt-fastq-gz	Julianne-962-CEC_S222_L001_R1_001_F_filt-fastq-gz	Julianne-962-JEJ_S195_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-337-JEJ_S134_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-351-JEJ_S150_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-536-CEC_S103_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-540-CEC_S119_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-540-JEJ_S118_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-544-CEC_S179_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-544-JEJ_S178_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-579-COL_S159_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-582-JEJ_S142_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-604-COL_S166_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-661-CEC_S111_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-663-JEJ_S126_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-665-COL_S180_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-667-COL_S173_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-716-JEJ_S110_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-717-JEJ_S102_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-835-CEC_S158_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-835-COL_S151_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-838-COL_S128_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-840-CEC_S109_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-840-COL_S141_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-840-JEJ_S177_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-841-JEJ_S104_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-842-CEC_S117_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-842-COL_S133_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-847-JEJ_S112_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-853-JEJ_S120_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-856-CEC_S172_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-858-CEC_S171_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-858-COL_S149_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-858-JEJ_S164_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-872-CEC_S125_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-872-COL_S157_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-872-JEJ_S101_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-882-CEC_S165_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-923-COL_S135_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-924-COL_S143_L001_R1_001_F_filt-fastq-gz	taxonomy
k__Bacteria;p__Bacillota;c__Bacilli	4938.0	14271.0	984.0	2871.0	2039.0	4267.0	3839.0	14535.0	7636.0	3718.0	3157.0	19478.0	4932.0	3139.0	6418.0	13776.0	4682.0	13672.0	3670.0	9674.0	762.0	9891.0	5227.0	12011.0	2116.0	6020.0	24353.0	1901.0	12987.0	2247.0	3477.0	1560.0	2684.0	2237.0	3627.0	4821.0	1697.0	3382.0	8226.0	4426.0	7361.0	3370.0	3853.0	1304.0	1502.0	5370.0	4049.0	1968.0	18598.0	5419.0	23238.0	2415.0	2117.0	19085.0	4678.0	3517.0	37678.0	2147.0	9905.0	1102.0	17531.0	1255.0	27918.0	14086.0	9817.0	2333.0	4197.0	6933.0	1364.0	8042.0	3644.0	18106.0	3373.0	1633.0	16017.0	5296.0	2712.0	8437.0	10749.0	3993.0	2362.0	3375.0	2696.0	4775.0	10190.0	7772.0	3580.0	3278.0	9999.0	13291.0	1279.0	2582.0	2519.0	16597.0	2302.0	3717.0	21421.0	2306.0	2639.0	2077.0
k__Bacteria;p__Bacteroidota;c__Bacteroidia	11474.0	7747.0	3989.0	10474.0	6234.0	4895.0	9025.0	0.0	9556.0	7128.0	4541.0	1267.0	7198.0	3424.0	6394.0	2476.0	12108.0	1941.0	6216.0	8822.0	2792.0	6619.0	7367.0	4436.0	6455.0	5020.0	403.0	3717.0	5998.0	10290.0	10800.0	7968.0	6462.0	12400.0	7081.0	4580.0	5865.0	11421.0	4879.0	8116.0	3237.0	7121.0	8318.0	9278.0	9426.0	9142.0	8406.0	2988.0	5948.0	6719.0	195.0	9014.0	8141.0	6178.0	9975.0	8563.0	620.0	8227.0	5507.0	6395.0	1384.0	8050.0	0.0	3013.0	8563.0	6194.0	3074.0	8571.0	3416.0	3131.0	4087.0	2046.0	6388.0	3246.0	5717.0	17434.0	5335.0	5822.0	4839.0	4521.0	3076.0	5374.0	5079.0	6630.0	6728.0	7498.0	4063.0	5164.0	4707.0	3566.0	2716.0	5663.0	5246.0	2820.0	2886.0	4593.0	29.0	6512.0	7328.0	7880.0
k__Bacteria;p__Thermodesulfobacteriota;c__Desulfovibrionia	383.0	1002.0	112.0	34.0	123.0	4.0	41.0	0.0	35.0	49.0	22.0	31.0	129.0	102.0	18.0	256.0	251.0	41.0	151.0	118.0	101.0	810.0	29.0	361.0	99.0	78.0	0.0	64.0	220.0	227.0	19.0	255.0	115.0	460.0	55.0	189.0	136.0	212.0	381.0	157.0	174.0	176.0	203.0	761.0	163.0	222.0	92.0	62.0	474.0	41.0	6.0	70.0	30.0	125.0	166.0	72.0	9.0	212.0	93.0	134.0	53.0	261.0	0.0	47.0	704.0	137.0	159.0	51.0	264.0	440.0	8.0	89.0	67.0	64.0	121.0	302.0	12.0	534.0	1071.0	6.0	110.0	32.0	570.0	1282.0	933.0	322.0	85.0	23.0	296.0	74.0	45.0	110.0	65.0	1967.0	103.0	24.0	28.0	105.0	52.0	41.0
k__Bacteria;p__Bacillota;c__Clostridia	11345.0	478.0	8465.0	4770.0	5999.0	1291.0	4944.0	75.0	265.0	5561.0	2914.0	6.0	2852.0	11132.0	2336.0	81.0	10593.0	1053.0	3685.0	3288.0	3201.0	924.0	1599.0	255.0	4669.0	5283.0	31.0	5526.0	282.0	5868.0	1604.0	5024.0	4668.0	4893.0	1220.0	406.0	5533.0	6029.0	42.0	5004.0	47.0	3937.0	4504.0	3933.0	3339.0	3874.0	2885.0	8746.0	580.0	2696.0	125.0	3526.0	2670.0	157.0	4925.0	2010.0	17.0	5272.0	71.0	7077.0	305.0	10628.0	20.0	1130.0	666.0	6820.0	2288.0	20.0	6259.0	49.0	731.0	1051.0	1468.0	3786.0	2737.0	9216.0	1074.0	300.0	225.0	596.0	3081.0	2583.0	2091.0	2045.0	225.0	872.0	3828.0	2374.0	597.0	1126.0	3833.0	4900.0	2871.0	266.0	9757.0	2934.0	32.0	4842.0	3647.0	3765.0
k__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia	67.0	15.0	7.0	4.0	0.0	2.0	9.0	3.0	525.0	6.0	0.0	0.0	7.0	0.0	11.0	0.0	15.0	5.0	112.0	117.0	25.0	6.0	0.0	0.0	6.0	6.0	0.0	2.0	5.0	112.0	305.0	0.0	7.0	531.0	800.0	9.0	0.0	0.0	0.0	7.0	0.0	7.0	4.0	4858.0	4228.0	62.0	81.0	0.0	5.0	10.0	0.0	8.0	10.0	5.0	98.0	79.0	0.0	0.0	0.0	10.0	5.0	13.0	0.0	6.0	4.0	5.0	101.0	10.0	0.0	0.0	19.0	0.0	69.0	2.0	6.0	43.0	12.0	48.0	0.0	0.0	5.0	0.0	31.0	31.0	91.0	470.0	834.0	674.0	658.0	82.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	11.0	9.0
k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria	68.0	296.0	16.0	76.0	24.0	35.0	95.0	2.0	117.0	36.0	18.0	30.0	90.0	27.0	51.0	50.0	255.0	19.0	123.0	251.0	9.0	168.0	119.0	5.0	50.0	54.0	70.0	14.0	26.0	84.0	93.0	59.0	52.0	21.0	55.0	16.0	37.0	103.0	68.0	157.0	149.0	63.0	135.0	498.0	472.0	129.0	94.0	41.0	150.0	51.0	9.0	287.0	259.0	308.0	103.0	175.0	43.0	199.0	218.0	25.0	961.0	149.0	12.0	56.0	52.0	33.0	27.0	155.0	27.0	74.0	56.0	106.0	37.0	30.0	45.0	77.0	27.0	148.0	34.0	45.0	34.0	115.0	31.0	67.0	50.0	90.0	23.0	31.0	129.0	38.0	21.0	43.0	34.0	24.0	28.0	59.0	0.0	48.0	111.0	85.0
k__Bacteria;p__Actinomycetota;c__Actinobacteria	34.0	222.0	0.0	9.0	3.0	11.0	113.0	2643.0	54.0	0.0	0.0	0.0	0.0	4.0	43.0	19.0	25.0	130.0	32.0	361.0	0.0	13.0	264.0	1419.0	11.0	0.0	95.0	0.0	13.0	5.0	0.0	7.0	12.0	0.0	35.0	3.0	10.0	15.0	0.0	11.0	5.0	10.0	13.0	0.0	0.0	129.0	90.0	0.0	0.0	8.0	3.0	7.0	8.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	33.0	13.0	56.0	15.0	83.0	8.0	8.0	37.0	1700.0	14.0	27.0	13.0	96.0	6.0	19.0	34.0	10.0	0.0	15.0	23.0	10.0	126.0	14.0	0.0	0.0	14.0	0.0	0.0	14.0	39.0	242.0	0.0	0.0	0.0	5.0	13.0	8.0
k__Bacteria;p__Actinomycetota;c__Coriobacteriia	266.0	448.0	0.0	18.0	33.0	12.0	41.0	0.0	93.0	20.0	0.0	0.0	103.0	32.0	12.0	7.0	139.0	13.0	44.0	110.0	46.0	222.0	156.0	818.0	33.0	89.0	28.0	17.0	177.0	63.0	62.0	45.0	44.0	57.0	58.0	7.0	55.0	32.0	39.0	82.0	23.0	46.0	72.0	0.0	2.0	227.0	140.0	5.0	105.0	10.0	0.0	49.0	51.0	73.0	90.0	44.0	43.0	142.0	10.0	13.0	21.0	33.0	0.0	4.0	78.0	91.0	83.0	80.0	101.0	190.0	66.0	152.0	173.0	37.0	24.0	154.0	46.0	178.0	80.0	10.0	9.0	57.0	62.0	124.0	103.0	45.0	63.0	43.0	79.0	8.0	0.0	41.0	42.0	313.0	10.0	13.0	0.0	39.0	54.0	45.0
k__Bacteria;p__Cyanobacteriota;c__Vampirivibrionia	0.0	4.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	91.0	18.0	0.0	76.0	0.0	0.0	0.0	0.0	4.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	7.0	6.0	0.0	0.0	0.0	0.0	4.0	0.0	2.0	0.0	0.0	0.0	21.0	30.0	0.0	0.0	8.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	2.0	2.0	10.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	8.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	7.0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria	2.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	7.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	71.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	11.0	0.0	0.0	0.0	4.0	0.0	4.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0
