feature	k__Bacteria.p__Bacillota.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Ligilactobacillus	k__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Muribaculaceae.g__	k__Bacteria.p__Bacillota.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__HT002	k__Bacteria.p__Bacillota.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus	k__Bacteria.p__Bacillota.c__Bacilli.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Turicibacter	k__Bacteria.p__Bacillota.c__Bacilli.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Faecalibaculum	k__Bacteria.p__Thermodesulfobacteriota.c__Desulfovibrionia.o__Desulfovibrionales.f__Desulfovibrionaceae.g__Desulfovibrio	k__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides	k__Bacteria.p__Bacillota.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Lachnospiraceae.NK4A136.group	k__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Muribaculaceae.g__Muribaculum	k__Bacteria.p__Verrucomicrobiota.c__Verrucomicrobiia.o__Verrucomicrobiales.f__Akkermansiaceae.g__Akkermansia	k__Bacteria.p__Bacillota.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Lachnospiraceae.UCG.006	k__Bacteria.p__Bacillota.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Lachnoclostridium	k__Bacteria.p__Bacillota.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__	k__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__Alistipes	k__Bacteria.p__Pseudomonadota.c__Gammaproteobacteria.o__Burkholderiales.f__Sutterellaceae.g__Turicimonas	k__Bacteria.p__Bacillota.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Marvinbryantia	k__Bacteria.p__Bacillota.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__A2	k__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotellaceae.UCG.001	k__Bacteria.p__Bacillota.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Roseburia	k__Bacteria.p__Actinomycetota.c__Coriobacteriia.o__Coriobacteriales.f__Atopobiaceae.g__Coriobacteriaceae.UCG.002	k__Bacteria.p__Bacillota.c__Bacilli.o__Acholeplasmatales.f__Acholeplasmataceae.g__Anaeroplasma	k__Bacteria.p__Bacillota.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Extibacter	k__Bacteria.p__Bacillota.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Butyribacter	k__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Tannerellaceae.g__Parabacteroides	k__Bacteria.p__Actinomycetota.c__Actinobacteria.o__Bifidobacteriales.f__Bifidobacteriaceae.g__Bifidobacterium	k__Bacteria.p__Bacillota.c__Clostridia.o__Oscillospirales.f__.Eubacterium..coprostanoligenes.group.g__	k__Bacteria.p__Bacillota.c__Clostridia.o__Clostridia.UCG.014.f__.g__	k__Bacteria.p__Bacillota.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Enterocloster	k__Bacteria.p__Bacillota.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__ASF356	k__Bacteria.p__Bacillota.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Candidatus.Arthromitus	k__Bacteria.p__Bacillota.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Lachnospiraceae.AC2044.group	k__Bacteria.p__Bacillota.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Lachnospiraceae.FCS020.group	k__Bacteria.p__Bacillota.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Faecalimonas	k__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__Rikenella	k__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__Rikenellaceae.RC9.gut.group	k__Bacteria.p__Thermodesulfobacteriota.c__Desulfovibrionia.o__Desulfovibrionales.f__Desulfovibrionaceae.g__Bilophila	k__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Marinifilaceae.g__Odoribacter	k__Bacteria.p__Bacillota.c__Clostridia.o__Oscillospirales.f__Butyricicoccaceae.g__Agathobaculum	k__Bacteria.p__Actinomycetota.c__Coriobacteriia.o__Coriobacteriales.f__Eggerthellaceae.g__Adlercreutzia	k__Bacteria.p__Bacillota.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__Oscillibacter	k__Bacteria.p__Bacillota.c__Clostridia.o__Peptococcales.f__Peptococcaceae.g__	k__Bacteria.p__Bacillota.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__.Eubacterium..xylanophilum.group	k__Bacteria.p__Bacillota.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__Colidextribacter	k__Bacteria.p__Bacillota.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Dorea	k__Bacteria.p__Bacillota.c__Bacilli.o__Erysipelotrichales.f__Erysipelatoclostridiaceae.g__Massiliomicrobiota	k__Bacteria.p__Bacillota.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__Ruminococcus	k__Bacteria.p__Bacillota.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__Acutalibacter	k__Bacteria.p__Bacillota.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__GCA.900066575	k__Bacteria.p__Bacillota.c__Clostridia.o__Clostridia.vadinBB60.group.f__.g__	k__Bacteria.p__Bacillota.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__	k__Bacteria.p__Bacillota.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__Intestinimonas	k__Bacteria.p__Bacillota.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Lachnospiraceae.UCG.002	k__Bacteria.p__Bacillota.c__Bacilli.o__Erysipelotrichales.f__Erysipelatoclostridiaceae.g__Thomasclavelia	k__Bacteria.p__Bacillota.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__	k__Bacteria.p__Bacillota.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Lachnospiraceae.UCG.004	k__Bacteria.p__Bacillota.c__Bacilli.o__Erysipelotrichales.f__Erysipelotrichaceae.g__	k__Bacteria.p__Bacillota.c__Clostridia.o__Peptostreptococcales.Tissierellales.f__Anaerovoracaceae.g__Family.XIII.UCG.001	k__Bacteria.p__Cyanobacteriota.c__Vampirivibrionia.o__Gastranaerophilales.f__Gastranaerophilaceae.g__	k__Bacteria.p__Bacillota.c__Clostridia.o__Oscillospirales.f__UCG.010.g__	k__Bacteria.p__Bacillota.c__Bacilli.o__RF39.f__.g__	k__Bacteria.p__Bacillota.c__Clostridia.o__Christensenellales.f__Christensenellaceae.g__Christensenellaceae.R.7.group	k__Bacteria.p__Bacillota.c__Clostridia.o__Monoglobales.f__Monoglobaceae.g__Monoglobus	k__Bacteria.p__Actinomycetota.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriales.Incertae.Sedis.g__	k__Bacteria.p__Bacillota.c__Clostridia.o__Eubacteriales.f__Anaerofustaceae.g__Anaerofustis
Julianne.337.COL_S269_L001_R1_001_F_filt.fastq.gz	991	6982	498	1180	69	33	29	343	3230	197	4	91	100	527	149	72	210	56	2557	81	11	0	0	6	48	9	0	48	27	41	10	0	0	48	13	161	5	24	29	7	43	12	56	28	0	0	4	20	0	41	21	14	16	0	0	0	3	0	0	8	0	0	0	0	3
Julianne.351.COL_S271_L001_R1_001_F_filt.fastq.gz	2518	4603	1337	331	0	20	4	80	90	114	2	230	98	340	54	35	152	64	0	39	12	54	29	16	10	11	19	73	26	0	0	0	14	50	5	14	0	15	0	0	0	7	0	0	0	0	19	0	6	0	10	0	0	7	9	0	0	0	0	0	0	0	0	0	0
Julianne.536.COL_S265_L001_R1_001_F_filt.fastq.gz	1409	7366	767	1085	68	131	21	556	1384	290	9	79	233	809	293	89	607	123	0	309	23	27	106	147	169	51	153	35	83	67	34	28	0	76	79	224	20	48	26	18	81	12	196	0	0	7	104	31	32	50	110	0	13	28	0	0	0	0	4	9	0	0	3	0	0
Julianne.544.COL_S255_L001_R1_001_F_filt.fastq.gz	4152	5978	200	297	210	65	129	71	526	223	7	119	338	1106	109	90	131	30	744	268	92	2	24	0	6	0	42	37	32	0	22	0	0	33	14	21	0	32	17	8	23	9	7	0	0	0	0	0	0	18	20	21	12	6	0	9	0	8	0	0	0	0	0	3	0
Julianne.547.COL_S260_L001_R1_001_F_filt.fastq.gz	2937	5691	1386	991	1030	27	18	305	532	101	11	226	101	524	150	51	138	28	0	41	9	25	17	0	9	43	29	215	71	21	0	19	0	62	15	106	0	17	0	3	33	9	108	27	30	7	0	12	10	3	23	17	0	0	0	0	0	0	12	6	7	0	20	0	0
Julianne.582.COL_S270_L001_R1_001_F_filt.fastq.gz	5112	7893	1617	961	361	587	99	461	499	293	117	193	179	827	45	251	230	39	0	429	71	30	50	9	36	104	113	31	33	0	110	0	0	52	19	62	19	13	85	33	32	15	156	0	21	129	21	8	38	41	0	55	0	37	0	0	0	0	0	0	4	4	10	6	4
Julianne.716.COL_S258_L001_R1_001_F_filt.fastq.gz	1258	9129	776	1015	0	360	19	335	248	373	305	376	75	305	83	93	168	64	639	13	58	19	73	27	170	0	9	89	0	6	0	0	0	40	22	32	0	17	0	4	15	11	0	0	0	29	35	0	7	0	0	22	0	15	6	0	0	0	0	8	5	0	0	0	0
Julianne.719.COL_S272_L001_R1_001_F_filt.fastq.gz	2531	6729	366	431	91	152	46	130	226	127	800	186	195	201	54	55	21	15	0	13	28	47	46	0	24	35	51	26	31	17	4	0	0	63	9	0	9	8	0	30	8	9	8	0	0	5	10	20	0	0	6	37	6	0	18	0	0	0	0	0	4	0	3	0	0
Julianne.856.COL_S254_L001_R1_001_F_filt.fastq.gz	1362	2163	424	182	0	0	59	110	5846	80	0	42	509	1120	514	41	64	40	0	343	0	0	0	16	6	0	9	14	20	54	0	0	315	16	31	44	3	40	58	5	56	11	16	45	0	0	0	37	18	41	20	19	9	0	0	0	0	4	8	0	0	0	0	0	0
Julianne.891.COL_S247_L001_R1_001_F_filt.fastq.gz	500	7714	328	1122	0	41	25	170	524	144	10	81	171	536	45	259	138	564	0	174	36	44	0	94	12	8	47	55	33	20	22	52	0	20	25	21	5	10	13	13	9	7	0	16	0	7	31	0	20	16	9	0	0	0	0	0	8	0	0	0	0	5	0	2	3
Rep1.Julianne.579.COL_S159_L001_R1_001_F_filt.fastq.gz	2430	3710	317	658	38	157	8	168	120	89	19	44	99	100	27	56	53	0	0	42	31	21	27	0	35	32	38	48	29	9	6	0	0	43	16	36	0	6	0	35	0	6	43	0	0	15	13	0	4	0	0	0	0	0	0	0	0	0	0	3	0	0	4	0	0
Rep1.Julianne.604.COL_S166_L001_R1_001_F_filt.fastq.gz	1547	5793	428	1114	132	108	53	76	416	131	69	145	65	385	72	37	46	24	277	89	129	26	58	0	12	14	57	37	20	0	0	16	0	12	11	9	14	7	0	44	7	4	15	0	0	7	19	0	12	8	7	8	0	7	0	0	4	0	0	0	0	9	0	0	0
Rep1.Julianne.842.COL_S133_L001_R1_001_F_filt.fastq.gz	851	4775	815	1006	290	110	14	124	502	112	674	339	10	453	102	31	27	27	0	167	25	119	48	65	7	0	105	139	63	0	26	60	0	17	10	21	9	13	53	18	23	14	15	24	0	27	42	83	17	13	10	5	0	22	0	15	30	0	0	0	8	0	8	0	0
Rep1.Julianne.872.COL_S157_L001_R1_001_F_filt.fastq.gz	595	3841	1354	1718	13	4	14	239	1637	142	8	90	108	634	314	46	108	49	0	53	0	0	0	0	20	0	0	0	0	10	0	0	89	0	17	8	10	12	19	13	18	9	15	0	0	0	0	15	22	0	34	15	9	0	0	0	7	0	0	0	0	0	0	0	0
Julianne.542.COL_S259_L001_R1_001_F_filt.fastq.gz	1876	4243	736	461	12	6	14	136	205	96	0	635	337	797	57	18	138	128	0	165	0	32	20	0	0	0	11	151	72	50	0	0	0	30	0	0	8	9	22	0	0	10	7	0	0	26	7	8	9	18	6	26	26	4	12	0	4	8	0	0	0	0	0	0	0
Julianne.661.COL_S266_L001_R1_001_F_filt.fastq.gz	1358	6808	882	1415	1375	112	29	263	177	198	0	92	100	504	42	119	18	115	0	89	140	72	80	70	0	264	11	79	29	24	0	0	8	53	10	39	0	7	10	12	15	14	7	15	0	6	10	0	18	17	7	29	0	7	0	0	0	0	0	4	0	0	0	4	0
Julianne.717.COL_S257_L001_R1_001_F_filt.fastq.gz	1740	6062	370	439	26	14	93	36	932	199	7	175	331	1133	108	52	177	161	0	112	16	83	0	529	10	12	26	44	59	49	0	27	125	156	15	13	22	19	108	28	102	15	22	22	50	12	16	51	14	37	68	55	17	0	23	27	0	5	6	0	0	0	0	0	0
Julianne.841.COL_S282_L001_R1_001_F_filt.fastq.gz	565	7365	719	1021	1491	7	170	294	1060	346	4	743	352	1055	132	135	50	125	0	83	40	22	104	52	26	13	63	128	123	0	0	58	96	52	63	36	33	56	20	32	65	52	0	22	0	0	19	20	33	27	0	14	17	0	32	0	28	0	0	6	0	0	7	0	0
Julianne.853.COL_S284_L001_R1_001_F_filt.fastq.gz	2574	7904	72	133	791	432	67	160	436	201	81	149	312	775	46	94	102	179	0	52	74	47	74	66	33	90	76	8	58	51	11	90	12	74	8	44	25	10	14	66	21	19	45	31	19	0	12	12	21	33	0	70	26	0	30	0	0	0	0	0	0	0	0	0	0
Julianne.882.COL_S253_L001_R1_001_F_filt.fastq.gz	4318	6073	297	333	346	92	31	337	416	183	10	477	77	597	64	51	102	19	0	54	8	25	29	282	22	8	40	241	70	20	0	28	4	39	31	6	10	3	29	2	8	9	19	26	24	0	0	12	22	11	0	0	0	0	17	0	0	0	0	0	4	11	0	0	0
Julianne.899.COL_S248_L001_R1_001_F_filt.fastq.gz	461	7932	560	1363	504	251	61	188	473	208	79	140	110	433	71	175	72	33	0	65	30	132	38	19	13	0	55	242	21	19	0	55	0	30	79	5	11	67	14	9	20	0	0	0	38	16	38	11	0	41	21	0	0	0	7	0	0	4	0	0	0	0	8	0	0
Rep1.Julianne.665.COL_S180_L001_R1_001_F_filt.fastq.gz	3684	16017	290	715	35	314	230	413	843	504	43	3293	407	1927	269	77	312	241	0	125	64	124	375	106	46	96	170	199	165	0	0	0	39	180	97	49	72	39	87	76	96	54	0	48	0	36	108	37	46	77	107	66	42	46	13	15	5	5	3	7	10	0	0	7	2
