feature	k__Bacteria.p__Bacillota.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Ligilactobacillus	k__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Muribaculaceae.g__	k__Bacteria.p__Bacillota.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__HT002	k__Bacteria.p__Bacillota.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus	k__Bacteria.p__Bacillota.c__Bacilli.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Turicibacter	k__Bacteria.p__Bacillota.c__Bacilli.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Faecalibaculum	k__Bacteria.p__Thermodesulfobacteriota.c__Desulfovibrionia.o__Desulfovibrionales.f__Desulfovibrionaceae.g__Desulfovibrio	k__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides	k__Bacteria.p__Bacillota.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Lachnospiraceae.NK4A136.group	k__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Muribaculaceae.g__Muribaculum	k__Bacteria.p__Verrucomicrobiota.c__Verrucomicrobiia.o__Verrucomicrobiales.f__Akkermansiaceae.g__Akkermansia	k__Bacteria.p__Bacillota.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Lachnospiraceae.UCG.006	k__Bacteria.p__Bacillota.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Lachnoclostridium	k__Bacteria.p__Bacillota.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__	k__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__Alistipes	k__Bacteria.p__Pseudomonadota.c__Gammaproteobacteria.o__Burkholderiales.f__Sutterellaceae.g__Turicimonas	k__Bacteria.p__Bacillota.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Marvinbryantia	k__Bacteria.p__Bacillota.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__A2	k__Bacteria.p__Bacillota.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Roseburia	k__Bacteria.p__Actinomycetota.c__Coriobacteriia.o__Coriobacteriales.f__Atopobiaceae.g__Coriobacteriaceae.UCG.002	k__Bacteria.p__Bacillota.c__Bacilli.o__Acholeplasmatales.f__Acholeplasmataceae.g__Anaeroplasma	k__Bacteria.p__Bacillota.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Extibacter	k__Bacteria.p__Bacillota.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Butyribacter	k__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Tannerellaceae.g__Parabacteroides	k__Bacteria.p__Actinomycetota.c__Actinobacteria.o__Bifidobacteriales.f__Bifidobacteriaceae.g__Bifidobacterium	k__Bacteria.p__Bacillota.c__Clostridia.o__Oscillospirales.f__.Eubacterium..coprostanoligenes.group.g__	k__Bacteria.p__Bacillota.c__Clostridia.o__Clostridia.UCG.014.f__.g__	k__Bacteria.p__Bacillota.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Enterocloster	k__Bacteria.p__Bacillota.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__ASF356	k__Bacteria.p__Bacillota.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Candidatus.Arthromitus	k__Bacteria.p__Bacillota.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Lachnospiraceae.AC2044.group	k__Bacteria.p__Bacillota.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Lachnospiraceae.FCS020.group	k__Bacteria.p__Bacillota.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Faecalimonas	k__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__Rikenella	k__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__Rikenellaceae.RC9.gut.group	k__Bacteria.p__Thermodesulfobacteriota.c__Desulfovibrionia.o__Desulfovibrionales.f__Desulfovibrionaceae.g__Bilophila	k__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Marinifilaceae.g__Odoribacter	k__Bacteria.p__Bacillota.c__Clostridia.o__Oscillospirales.f__Butyricicoccaceae.g__Agathobaculum	k__Bacteria.p__Actinomycetota.c__Coriobacteriia.o__Coriobacteriales.f__Eggerthellaceae.g__Adlercreutzia	k__Bacteria.p__Bacillota.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__Oscillibacter	k__Bacteria.p__Bacillota.c__Clostridia.o__Peptococcales.f__Peptococcaceae.g__	k__Bacteria.p__Bacillota.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__.Eubacterium..xylanophilum.group	k__Bacteria.p__Bacillota.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__Colidextribacter	k__Bacteria.p__Bacillota.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Dorea	k__Bacteria.p__Bacillota.c__Bacilli.o__Erysipelotrichales.f__Erysipelatoclostridiaceae.g__Massiliomicrobiota	k__Bacteria.p__Bacillota.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__Ruminococcus	k__Bacteria.p__Bacillota.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__Acutalibacter	k__Bacteria.p__Bacillota.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__GCA.900066575	k__Bacteria.p__Bacillota.c__Clostridia.o__Clostridia.vadinBB60.group.f__.g__	k__Bacteria.p__Bacillota.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__	k__Bacteria.p__Bacillota.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__Intestinimonas	k__Bacteria.p__Bacillota.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Lachnospiraceae.UCG.002	k__Bacteria.p__Bacillota.c__Bacilli.o__Erysipelotrichales.f__Erysipelatoclostridiaceae.g__Thomasclavelia	k__Bacteria.p__Bacillota.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__	k__Bacteria.p__Bacillota.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Lachnospiraceae.UCG.004	k__Bacteria.p__Bacillota.c__Bacilli.o__Erysipelotrichales.f__Erysipelotrichaceae.g__	k__Bacteria.p__Actinomycetota.c__Coriobacteriia.o__Coriobacteriales.f__Eggerthellaceae.g__Gordonibacter	k__Bacteria.p__Bacillota.c__Clostridia.o__Peptostreptococcales.Tissierellales.f__Anaerovoracaceae.g__Family.XIII.UCG.001	k__Bacteria.p__Cyanobacteriota.c__Vampirivibrionia.o__Gastranaerophilales.f__Gastranaerophilaceae.g__	k__Bacteria.p__Bacillota.c__Clostridia.o__Oscillospirales.f__UCG.010.g__	k__Bacteria.p__Bacillota.c__Bacilli.o__RF39.f__.g__	k__Bacteria.p__Bacillota.c__Clostridia.o__Christensenellales.f__Christensenellaceae.g__Christensenellaceae.R.7.group	k__Bacteria.p__Bacillota.c__Clostridia.o__Monoglobales.f__Monoglobaceae.g__Monoglobus	k__Bacteria.p__Bacillota.c__Clostridia.o__Peptostreptococcales.Tissierellales.f__Anaerovoracaceae.g__.Eubacterium..brachy.group	k__Bacteria.p__Actinomycetota.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriales.Incertae.Sedis.g__	k__Bacteria.p__Bacillota.c__Clostridia.o__Peptococcales.f__Peptococcaceae.g__Peptococcus	k__Bacteria.p__Bacillota.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__NK4A214.group
Julianne.331.CEC_S246_L001_R1_001_F_filt.fastq.gz	1880	9786	1034	1573	20	67	343	621	1248	304	67	1130	1928	3047	427	68	16	290	97	140	286	611	86	136	34	0	289	187	139	0	119	20	399	85	97	40	18	98	110	182	141	113	130	70	48	123	95	97	57	75	191	151	0	92	0	14	16	11	0	4	16	39	0	0	0	0	10
Julianne.337.CEC_S242_L001_R1_001_F_filt.fastq.gz	318	2698	239	378	25	18	99	103	6672	71	7	96	146	788	103	16	73	58	106	0	0	0	0	12	0	0	32	41	30	0	0	86	25	23	61	13	17	37	0	42	9	57	23	20	0	0	45	16	14	23	0	10	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
Julianne.337.COL_S269_L001_R1_001_F_filt.fastq.gz	991	6982	498	1180	69	33	29	343	3230	197	4	91	100	527	149	72	210	56	81	11	0	0	6	48	9	0	48	27	41	10	0	0	48	13	161	5	24	29	7	43	12	56	28	0	0	4	20	0	41	21	14	16	0	0	0	3	0	0	0	8	0	0	0	0	0	0	0
Julianne.351.CEC_S244_L001_R1_001_F_filt.fastq.gz	963	5749	839	147	0	9	105	162	628	115	0	980	480	1812	139	24	247	386	293	10	75	104	85	15	3	25	125	79	19	0	13	97	154	12	26	18	16	95	23	6	26	0	27	39	6	9	20	44	15	23	65	0	0	41	55	0	0	7	0	0	0	0	0	0	0	0	0
Julianne.351.COL_S271_L001_R1_001_F_filt.fastq.gz	2518	4603	1337	331	0	20	4	80	90	114	2	230	98	340	54	35	152	64	39	12	54	29	16	10	11	19	73	26	0	0	0	14	50	5	14	0	15	0	0	0	7	0	0	0	0	19	0	6	0	10	0	0	7	9	0	0	0	0	0	0	0	0	0	0	0	0	0
Julianne.536.COL_S265_L001_R1_001_F_filt.fastq.gz	1409	7366	767	1085	68	131	21	556	1384	290	9	79	233	809	293	89	607	123	309	23	27	106	147	169	51	153	35	83	67	34	28	0	76	79	224	20	48	26	18	81	12	196	0	0	7	104	31	32	50	110	0	13	28	0	0	0	0	0	4	9	0	0	3	0	0	0	0
Julianne.544.COL_S255_L001_R1_001_F_filt.fastq.gz	4152	5978	200	297	210	65	129	71	526	223	7	119	338	1106	109	90	131	30	268	92	2	24	0	6	0	42	37	32	0	22	0	0	33	14	21	0	32	17	8	23	9	7	0	0	0	0	0	0	18	20	21	12	6	0	9	0	0	8	0	0	0	0	0	0	3	0	0
Julianne.547.CEC_S233_L001_R1_001_F_filt.fastq.gz	611	2657	833	577	481	6	66	106	3832	57	0	844	375	2682	396	27	202	489	352	7	631	61	49	0	4	17	90	106	108	0	46	15	148	30	121	36	57	152	25	169	34	347	102	86	0	0	67	72	154	191	77	0	0	86	15	0	0	7	79	0	0	0	11	0	0	0	0
Julianne.547.COL_S260_L001_R1_001_F_filt.fastq.gz	2937	5691	1386	991	1030	27	18	305	532	101	11	226	101	524	150	51	138	28	41	9	25	17	0	9	43	29	215	71	21	0	19	0	62	15	106	0	17	0	3	33	9	108	27	30	7	0	12	10	3	23	17	0	0	0	0	0	0	0	12	6	7	0	20	0	0	0	0
Julianne.579.CEC_S234_L001_R1_001_F_filt.fastq.gz	2231	9586	544	1088	58	160	193	808	2677	361	15	178	451	2846	305	251	214	284	1129	96	365	0	56	494	10	104	196	174	340	27	67	32	147	99	372	58	83	146	28	162	63	334	131	48	59	88	58	96	82	107	136	0	12	65	13	0	10	9	62	28	12	0	0	6	5	11	14
Julianne.582.CEC_S243_L001_R1_001_F_filt.fastq.gz	1867	5338	693	350	117	298	128	559	684	123	112	194	192	1089	59	123	215	97	426	34	8	22	9	45	5	52	34	28	0	28	0	12	137	18	59	23	15	139	10	19	11	104	36	0	71	27	30	35	8	0	24	0	18	0	0	14	0	0	0	5	0	0	3	7	0	0	0
Julianne.582.COL_S270_L001_R1_001_F_filt.fastq.gz	5112	7893	1617	961	361	587	99	461	499	293	117	193	179	827	45	251	230	39	429	71	30	50	9	36	104	113	31	33	0	110	0	0	52	19	62	19	13	85	33	32	15	156	0	21	129	21	8	38	41	0	55	0	37	0	0	0	0	0	0	0	4	4	10	0	6	0	4
Julianne.604.CEC_S235_L001_R1_001_F_filt.fastq.gz	330	2287	104	245	62	16	93	43	1021	81	25	144	141	1066	42	9	34	44	340	46	5	57	0	7	0	30	17	49	0	3	27	0	0	17	0	8	0	30	0	38	19	29	32	0	0	13	8	27	10	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0
Julianne.716.CEC_S231_L001_R1_001_F_filt.fastq.gz	691	8818	692	727	0	116	218	249	1009	335	112	1183	275	1417	185	84	107	387	168	50	13	174	266	40	5	12	49	66	30	0	61	8	102	113	27	9	23	97	13	87	57	0	30	0	6	12	34	14	13	59	57	0	0	38	39	0	0	0	16	6	0	0	0	0	0	6	0
Julianne.716.COL_S258_L001_R1_001_F_filt.fastq.gz	1258	9129	776	1015	0	360	19	335	248	373	305	376	75	305	83	93	168	64	13	58	19	73	27	170	0	9	89	0	6	0	0	0	40	22	32	0	17	0	4	15	11	0	0	0	29	35	0	7	0	0	22	0	15	6	0	0	0	0	0	8	5	0	0	0	0	0	0
Julianne.719.CEC_S245_L001_R1_001_F_filt.fastq.gz	1572	11654	206	266	0	114	347	219	473	166	531	1273	752	736	161	21	72	199	65	20	71	62	12	61	0	53	33	30	0	9	0	350	172	39	46	113	54	19	35	0	13	0	0	72	0	0	121	8	41	0	147	24	8	84	0	0	0	0	0	0	0	0	0	20	2	0	0
Julianne.719.COL_S272_L001_R1_001_F_filt.fastq.gz	2531	6729	366	431	91	152	46	130	226	127	800	186	195	201	54	55	21	15	13	28	47	46	0	24	35	51	26	31	17	4	0	0	63	9	0	9	8	0	30	8	9	8	0	0	5	10	20	0	0	6	37	6	0	18	0	0	0	0	0	0	4	0	3	0	0	0	0
Julianne.856.COL_S254_L001_R1_001_F_filt.fastq.gz	1362	2163	424	182	0	0	59	110	5846	80	0	42	509	1120	514	41	64	40	343	0	0	0	16	6	0	9	14	20	54	0	0	315	16	31	44	3	40	58	5	56	11	16	45	0	0	0	37	18	41	20	19	9	0	0	0	0	0	4	8	0	0	0	0	4	0	0	0
Julianne.891.CEC_S220_L001_R1_001_F_filt.fastq.gz	508	8287	448	1231	0	37	63	311	724	219	8	118	245	885	82	287	124	497	233	49	37	13	178	11	7	62	112	30	31	12	92	0	0	47	46	7	11	0	0	26	16	0	0	0	16	12	22	12	11	15	17	0	0	29	0	0	0	0	4	0	0	0	0	0	0	3	0
Julianne.891.COL_S247_L001_R1_001_F_filt.fastq.gz	500	7714	328	1122	0	41	25	170	524	144	10	81	171	536	45	259	138	564	174	36	44	0	94	12	8	47	55	33	20	22	52	0	20	25	21	5	10	13	13	9	7	0	16	0	7	31	0	20	16	9	0	0	0	0	0	8	0	0	0	0	0	5	0	0	2	0	0
Rep1.Julianne.536.CEC_S103_L001_R1_001_F_filt.fastq.gz	541	5032	555	666	258	127	71	274	1887	202	5	105	272	1226	462	33	168	259	1010	57	38	99	175	35	33	63	16	166	118	8	32	17	113	85	83	66	21	41	34	121	23	241	118	32	0	57	54	14	58	133	135	0	14	0	23	0	0	12	10	0	0	4	0	0	0	0	0
Rep1.Julianne.544.CEC_S179_L001_R1_001_F_filt.fastq.gz	978	2861	117	152	86	29	229	44	2329	172	0	157	606	1662	94	27	67	98	666	72	0	25	0	0	8	44	35	65	0	0	0	6	77	3	19	35	8	73	29	62	12	0	54	0	0	0	32	44	6	61	31	12	0	0	14	0	0	8	6	0	0	0	0	0	0	0	0
