feature	k__Bacteria.p__Bacillota	k__Bacteria.p__Bacteroidota	k__Bacteria.p__Thermodesulfobacteriota	k__Bacteria.p__Verrucomicrobiota	k__Bacteria.p__Pseudomonadota	k__Bacteria.p__Actinomycetota	k__Bacteria.p__Cyanobacteriota
Rep1.Julianne.842.CEC_S117_L001_R1_001_F_filt.fastq.gz	-0.751999454113916	-1.61853818814306	-7.19747690123645	-3.90296426392949	-9.08330588131714	-7.62958791387424	-14.1326603771473
Julianne.542.CEC_S232_L001_R1_001_F_filt.fastq.gz	-0.831997776506297	-1.2124697737948	-8.39704155120151	-11.4267888945956	-8.8418263938744	-9.68982330042935	-14.1326603771473
Julianne.667.CEC_S236_L001_R1_001_F_filt.fastq.gz	-0.597918900077901	-1.59655979018851	-7.45648276305027	-12.4564827630503	-9.64912784099267	-9.36901992179993	-14.1326603771473
Julianne.717.CEC_S230_L001_R1_001_F_filt.fastq.gz	-1.1806946906179	-0.905441378971449	-5.87108987418067	-13.4564827630503	-7.98280026167769	-8.16500359289844	-11.0580883889819
Julianne.841.CEC_S278_L001_R1_001_F_filt.fastq.gz	-1.01140631791812	-1.04860567258946	-6.38703819128591	-11.0391148878656	-7.8691898864233	-8.03911488786561	-14.1326603771473
Julianne.853.CEC_S280_L001_R1_001_F_filt.fastq.gz	-1.05113186084361	-1.06713930170721	-6.43101753896114	-8.27123709492437	-7.21420614988799	-5.74969997434484	-14.1326603771473
Julianne.899.CEC_S221_L001_R1_001_F_filt.fastq.gz	-1.06096542705142	-1.00613376332109	-6.91519545797124	-7.67552504520295	-7.60373436213494	-7.79838179298849	-14.1326603771473
Rep1.Julianne.661.CEC_S111_L001_R1_001_F_filt.fastq.gz	-0.704876864368583	-1.44424051160664	-7.10868779615461	-12.1086877961546	-8.20179720054609	-7.10868779615461	-10.1086877961546
Rep1.Julianne.835.CEC_S158_L001_R1_001_F_filt.fastq.gz	-1.00047149465234	-1.02200938374564	-10.5794730853435	-13.4564827630503	-7.67258248973494	-8.84250749117725	-14.1326603771473
Rep1.Julianne.840.CEC_S109_L001_R1_001_F_filt.fastq.gz	-1.14455494006385	-1.05913227216682	-4.21464292173151	-8.41526472039674	-8.41526472039674	-6.96007009464592	-14.1326603771473
Rep1.Julianne.882.CEC_S165_L001_R1_001_F_filt.fastq.gz	-0.958123428971557	-1.0925623637468	-7.04720183034692	-13.4564827630503	-7.71705322865459	-8.30201572937575	-10.1764848472919
Julianne.663.CEC_S241_L001_R1_001_F_filt.fastq.gz	-0.98600506998526	-1.05793679009692	-7.08478155021187	-11.1291756695703	-8.07028198051675	-8.25470655165418	-14.1326603771473
Julianne.791.CEC_S229_L001_R1_001_F_filt.fastq.gz	-0.882933879162941	-1.18479841808555	-6.61525096975108	-13.4564827630503	-8.49326044537247	-7.68034599797297	-14.1326603771473
Julianne.838.CEC_S281_L001_R1_001_F_filt.fastq.gz	-0.929618321584828	-1.14610722739063	-6.83803962825566	-11.3253054550897	-6.83803962825566	-7.59350156603926	-13.1326603771473
Julianne.923.CEC_S223_L001_R1_001_F_filt.fastq.gz	-1.12660810955009	-0.977466406490869	-6.25569668009798	-13.4564827630503	-6.34699251411753	-6.8338700151565	-14.1326603771473
Julianne.924.CEC_S224_L001_R1_001_F_filt.fastq.gz	-0.851305325233968	-1.20628542992582	-6.78292488323705	-10.5270859788075	-9.20515788392009	-10.1485743555537	-14.1326603771473
Julianne.962.CEC_S222_L001_R1_001_F_filt.fastq.gz	-0.779670045120444	-1.34150846385688	-6.28837553517634	-10.6158418136051	-7.06835401830264	-9.27188741238777	-11.3162815317462
Rep1.Julianne.540.CEC_S119_L001_R1_001_F_filt.fastq.gz	-0.616719721913423	-1.69370913136171	-5.96672762576813	-6.62139909830069	-8.52472307888902	-6.66490073693728	-14.1326603771473
Rep1.Julianne.858.CEC_S171_L001_R1_001_F_filt.fastq.gz	-0.835668035622599	-1.23752547168584	-6.92351657264877	-13.4564827630503	-8.27861153147133	-7.92351657264877	-14.1326603771473
